Street Details,Floor Level,Gate Level,Road Centre,Latitude,Longitude
5 39 Centre Street South Lismore,13.11,10.91,11.24,-28.8072872,153.2632196
40 Centre Street South Lismore,13.35,11.04,11.15,-28.8075294,153.2636642
41 Centre Street South Lismore,13.03,11.02,11.21,-28.8074638,153.2632245
4 Charles Street South Lismore,12.25,11.24,11.34,-28.8057016,153.2652745
6 6 Charles Street South Lismore,13.55,11.44,11.44,-28.8056633,153.2650398
7 Charles Street South Lismore,14.28,11.57,11.48,-28.8052668,153.2649579
8 Charles Street South Lismore,13.69,11.49,11.53,-28.80565,153.2648306
11 Charles Street South Lismore,14.32,11.67,11.64,-28.8052446,153.2647166
12 Charles Street South Lismore,13.65,11.59,11.61,-28.8056084,153.2646509
13 Charles Street South Lismore,12.45,11.73,11.74,-28.8052139,153.2645278
14 Charles Street South Lismore,13.75,11.63,11.7,-28.8055969,153.264457
17 Charles Street South Lismore,12.46,11.86,11.79,-28.805086,153.2643746
18 Charles Street South Lismore,13.73,11.69,11.79,-28.8055558,153.2642942
20 Charles Street South Lismore,12.78,11.82,11.9,-28.805587,153.2640384
27 Charles Street South Lismore,15.04,11.94,11.82,-28.8049774,153.2632696
28 Charles Street South Lismore,13.82,11.77,11.82,-28.8053954,153.2632391
30 Charles Street South Lismore,12.84,11.8,11.89,-28.8053741,153.2630141
33 Charles Street South Lismore,13.92,11.92,11.92,-28.8049564,153.2630701
34 Charles Street South Lismore,14.01,11.82,11.91,-28.8053449,153.2628362
35 Charles Street South Lismore,14.68,11.86,11.2,-28.8049359,153.262917
37 Charles Street South Lismore,14.03,11.88,11.2,-28.8048994,153.2626842
1 1 Cook Street South Lismore,12.55,10.32,10.52,-28.8172939,153.2654684
2 1 Cook Street South Lismore,10.5,10.31,10.51,-28.8172939,153.2654684
2 1 Cook Street South Lismore,10.3,10.21,10.49,-28.8172939,153.2654684
2 1 Cook Street South Lismore,11.54,10.49,10.46,-28.8172939,153.2654684
2 4 Cook Street South Lismore,10.94,10.47,10.53,-28.8178284,153.2651684
2 8 Cook Street South Lismore,10.81,10.51,10.39,-28.8178068,153.2648798
2 16 Cook Street South Lismore,11.36,10.44,10.32,-28.8176616,153.2639088
2 17 Cook Street South Lismore,12.32,10.16,10.36,-28.8171622,153.2641994
19 Cook Street South Lismore,10.41,10.28,10.3,-28.8169632,153.2634265
2 19 Cook Street South Lismore,11.71,10.18,10.26,-28.8169632,153.2634265
2 24 Cook Street South Lismore,12.45,10.03,10.42,-28.8180505,153.2631164
38 Cook Street South Lismore,13.38,40.44,10.48,-28.8173748,153.2618101
1 44 Cook Street South Lismore,13.38,10.44,10.48,-28.8172052,153.261294
5 Cromer Street South Lismore,12.64,9.28,9.54,-28.8161017,153.2651968
2 7 Cromer Street South Lismore,12.91,9.63,9.79,-28.8162218,153.264971
8 Cromer Street South Lismore,11.79,9.58,9.66,-28.8166607,153.2650293
9 Cromer Street South Lismore,12.47,9.85,10.04,-28.8162118,153.2648106
10 Cromer Street South Lismore,12.11,9.89,9.93,-28.816639,153.2648437
11 Cromer Street South Lismore,12.29,9.94,10.14,-28.8161941,153.2645818
12 Cromer Street South Lismore,12.13,10.02,10.03,-28.8166369,153.2646836
13 Cromer Street South Lismore,12.3,10.08,10.23,-28.8161587,153.2644287
14 Cromer Street South Lismore,12.24,10.09,10.12,-28.8166004,153.2644944
16 Cromer Street South Lismore,12.41,10.17,10.23,-28.8165538,153.2642585
17 Cromer Street South Lismore,12.18,10.09,10.23,-28.8160765,153.2640293
18 Cromer Street South Lismore,12.32,10.14,10.24,-28.8165249,153.2640845
19 Cromer Street South Lismore,12.09,10.07,10.23,-28.8160753,153.2638783
20 Cromer Street South Lismore,12.51,10.03,10.23,-28.8164848,153.2638681
24 Cromer Street South Lismore,12.63,10.08,10.24,-28.8164421,153.2636285
26 Cromer Street South Lismore,12.43,10.1,10.23,-28.8164389,153.2634043
30 Cromer Street South Lismore,12.22,9.95,10.26,-28.8163898,153.2632235
32 Cromer Street South Lismore,12.11,10,10.19,-28.8163554,153.2630759
34 Cromer Street South Lismore,12.15,9.94,10.18,-28.8163763,153.2629289
5 1 Crown Street South Lismore,12.17,11.75,11.72,-28.8050153,153.2653884
2 Crown Street South Lismore,14.38,11.78,11.94,-28.8050256,153.2659502
5 4 Crown Street South Lismore,12.27,11.63,11.76,-28.8052257,153.2659165
5 6 Crown Street South Lismore,11.85,11.51,11.52,-28.8053815,153.2658309
5 7 Crown Street South Lismore,14.02,11.53,11.59,-28.8053318,153.2653258
8 Crown Street South Lismore,14.17,11.55,11.57,-28.8055101,153.2658476
10 Crown Street South Lismore,13.69,11.35,11.46,-28.8056474,153.2658162
11 Crown Street South Lismore,13.52,11.27,11.25,-28.8058874,153.2651735
12 Crown Street South Lismore,13.83,11.31,11.36,-28.8058171,153.2657891
13 Crown Street South Lismore,13.51,11.22,11.21,-28.8060032,153.2652048
14 Crown Street South Lismore,13.96,11.06,11.21,-28.8059426,153.2657377
16 Crown Street South Lismore,13.12,11.03,11.14,-28.8061035,153.2657222
17 Crown Street South Lismore,13.32,10.99,11.12,-28.8061826,153.2651707
18 Crown Street South Lismore,13.12,10.8,11.06,-28.806245,153.265709
20 Crown Street South Lismore,12.62,10.52,11.07,-28.8064176,153.2656975
21 Crown Street South Lismore,13.03,10.73,10.68,-28.8064746,153.2651118
22 Crown Street South Lismore,12.57,10.03,10.66,-28.8065585,153.2656628
23 Crown Street South Lismore,12.87,10.35,10.56,-28.8068526,153.2650129
28 Crown Street South Lismore,13.27,10.85,10.99,-28.8071351,153.2655803
29 Crown Street South Lismore,13.6,11.07,11.17,-28.8072003,153.2649601
30 Crown Street South Lismore,12.47,11.05,11.1,-28.8072817,153.2655179
32 Crown Street South Lismore,11.798,11.2,11.18,-28.8074273,153.265456
5 34 Crown Street South Lismore,11.69,11.14,11.22,-28.8076437,153.2657148
36 Crown Street South Lismore,11.29,11.296,11.26,-28.8077426,153.2654062
37 Crown Street South Lismore,13.46,11.05,11.21,-28.807588,153.2649042
38 Crown Street South Lismore,13.97,11.37,11.31,-28.8078839,153.2653952
41 Crown Street South Lismore,13.33,11.04,11.26,-28.8077471,153.2648625
44 Crown Street South Lismore,13.33,11.21,11.34,-28.8091486,153.2651232
55 Crown Street South Lismore,13.61,11.34,11.4,-28.8087882,153.2646615
57 Crown Street South Lismore,13.87,11.23,11.36,-28.8089706,153.2646048
61 Crown Street South Lismore,13.39,11.24,11.32,-28.8092384,153.2645705
65 Crown Street South Lismore,13.26,11.04,11.2,-28.8095758,153.2644911
67 Crown Street South Lismore,13.07,11.01,11.1,-28.8096846,153.2644684
69 Crown Street South Lismore,12.26,10.92,11.06,-28.8098081,153.2644369
71 Crown Street South Lismore,12.99,10.91,11.05,-28.8099949,153.2644667
73 Crown Street South Lismore,13.03,10.8,10.9,-28.8100995,153.2644114
75 Crown Street South Lismore,13.43,10.73,10.82,-28.8102192,153.264351
76 Crown Street South Lismore,12.13,10.16,10.24,-28.8115281,153.2647013
77 Crown Street South Lismore,12.6,10,10.24,-28.811012,153.2637991
4 85 Crown Street South Lismore,11.81,9.67,10.31,-28.8115224,153.2641412
87 Crown Street South Lismore,11.93,9.45,9.8,-28.8116407,153.2641085
89 Crown Street South Lismore,12.38,9.91,9.8,-28.8116726,153.2643873
91 Crown Street South Lismore,11.81,9.28,9.65,-28.8123637,153.2639804
93 Crown Street South Lismore,11.09,9.67,9.45,-28.8123666,153.2639993
95 Crown Street South Lismore,10.71,9.96,9.99,-28.812468,153.2640063
97 Crown Street South Lismore,10.74,9.68,9.84,-28.8126072,153.2638681
98 Crown Street South Lismore,10.75,9.91,9.97,-28.8126924,153.2644667
3 99 Crown Street South Lismore,10.69,9.47,9.67,-28.8126991,153.2639177
100 Crown Street South Lismore,11.33,9.14,9.21,-28.809506,153.2648041
3 105 Crown Street South Lismore,10.33,8.59,8.83,-28.8130137,153.2638826
107 Crown Street South Lismore,11.6,8.6,10.33,-28.8131371,153.2638569
111 Crown Street South Lismore,12.17,9.86,9.96,-28.8135362,153.2637678
115 Crown Street South Lismore,12.76,9.65,9.74,-28.8137785,153.2637392
117 Crown Street South Lismore,11.78,9.57,9.7,-28.8138746,153.263684
121 Crown Street South Lismore,12.37,9.46,9.55,-28.814028,153.2635991
22 Edwards Street South Lismore,13.99,10.99,10.7,-28.8092487,153.2593413
25 Edwards Street South Lismore,12.41,9.93,9.9,-28.8101212,153.2586836
4 6 Engine Street South Lismore,12.54,10.75,10.69,-28.8115467,153.2667994
8 Engine Street South Lismore,12.92,10.75,10.7,-28.8115504,153.266667
10 Engine Street South Lismore,12.83,10.77,10.68,-28.8115555,153.2665433
12 Engine Street South Lismore,12.71,10.77,10.68,-28.8115126,153.2664273
14 Engine Street South Lismore,13.08,10.69,10.66,-28.8114825,153.2663084
16 Engine Street South Lismore,11.49,10.63,10.66,-28.8114517,153.2661905
18 Engine Street South Lismore,11.39,10.6,10.62,-28.8115942,153.2659547
20 Engine Street South Lismore,11.39,10.6,10.62,-28.8115942,153.2659547
22 Engine Street South Lismore,11.18,10.48,10.62,-28.811418,153.2657255
24 Engine Street South Lismore,12.85,10.56,10.6,-28.8114081,153.2655934
26 Engine Street South Lismore,11.42,10.53,10.52,-28.8113921,153.2654378
30 Engine Street South Lismore,10.9,10.43,10.52,-28.8114591,153.2651116
32 Engine Street South Lismore,11.02,10.4,10.49,-28.8114591,153.2651116
34 Engine Street South Lismore,10.76,10.37,10.44,-28.811273,153.2649271
38 Engine Street South Lismore,12.4,10.28,10.38,-28.811276,153.264743
18a Engine Street South Lismore,11.39,10.6,10.62,-28.8115942,153.2659547
18b Engine Street South Lismore,11.39,10.6,10.62,-28.8115942,153.2659547
3 1 Frank Street South Lismore,12.189,9.716,9.75,-28.8060796,153.2726969
5 3 Frank Street South Lismore,12.66,9.693,9.97,-28.8062584,153.2725053
5 5 Frank Street South Lismore,13.73,9.88,10.18,-28.8063245,153.2723493
5 7 Frank Street South Lismore,14.3,10.48,10.38,-28.8065157,153.2722453
5 9 Frank Street South Lismore,13.65,11.15,10.98,-28.8065582,153.2721161
5 12 Frank Street South Lismore,13.15,10.489,10.88,-28.8068623,153.2723138
5 13 Frank Street South Lismore,12.27,11.075,11.08,-28.8066984,153.2720626
5 15 Frank Street South Lismore,11.67,11.007,11.15,-28.8067739,153.2719328
5 17 Frank Street South Lismore,11.78,11.028,11.208,-28.8068655,153.2717995
5 19 Frank Street South Lismore,11.322,10.966,11.083,-28.8069604,153.2716935
2 13 Hollingsworth Street South Lismore,9.24,9.24,9.01,-28.815759,153.2689442
2 15 Hollingsworth Street South Lismore,11.56,9.17,9.22,-28.8157075,153.269244
7 13 Kyogle Street South Lismore,13.694,10.864,10.993,-28.8104672,153.2672026
15 Kyogle Street South Lismore,12.966,10.821,10.984,-28.8105063,153.267005
17 Kyogle Street South Lismore,11.66,10.814,10.964,-28.8104442,153.2668817
20 Kyogle Street South Lismore,11.59,11.59,11.2,-28.8091005,153.2593501
4 21 Kyogle Street South Lismore,10.9,10.9,11.16,-28.8105177,153.2665252
4 21 Kyogle Street South Lismore,10.9,10.9,11.16,-28.8105177,153.2665252
4 21 Kyogle Street South Lismore,11.24,11.24,11.24,-28.8105177,153.2665252
4 25 Kyogle Street South Lismore,12.992,10.856,10.908,-28.8104444,153.2659892
27 Kyogle Street South Lismore,11.517,10.852,10.915,-28.8104067,153.2658277
4 31 Kyogle Street South Lismore,13.257,10.913,10.9,-28.8103588,153.265508
33 Kyogle Street South Lismore,13.047,10.842,10.882,-28.8103218,153.2653693
35 Kyogle Street South Lismore,13.325,10.827,10.85,-28.8102957,153.2651921
37 Kyogle Street South Lismore,13.427,10.718,10.827,-28.8102822,153.2650501
38 Kyogle Street South Lismore,11.85,11.03,10.67,-28.8092465,153.2593249
4 39 Kyogle Street South Lismore,13.367,10.777,10.83,-28.8102668,153.2648953
45 Kyogle Street South Lismore,12.94,10.7,10.7,-28.8101194,153.2641242
47 Kyogle Street South Lismore,12.571,10.659,10.66,-28.810093,153.2639864
51 Kyogle Street South Lismore,12.941,10.597,10.641,-28.8100588,153.2637761
53 Kyogle Street South Lismore,12.831,10.592,10.626,-28.8101022,153.2636436
55 Kyogle Street South Lismore,11.491,10.697,10.613,-28.810015,153.2635227
57 Kyogle Street South Lismore,13.101,10.509,10.611,-28.8100059,153.2633484
59 Kyogle Street South Lismore,12.911,10.431,10.609,-28.8099849,153.2631853
61 Kyogle Street South Lismore,12.591,10.457,10.613,-28.8099645,153.2630403
63 Kyogle Street South Lismore,12.69,10.596,10.62,-28.8099369,153.2628813
65 Kyogle Street South Lismore,12.8,10.7,10.63,-28.8099599,153.2627171
67 Kyogle Street South Lismore,12.41,10.497,10.65,-28.8099078,153.2625982
99 Kyogle Street South Lismore,12.72,10.49,10.78,-28.809288,153.2599545
103 Kyogle Street South Lismore,12.72,10.48,10.82,-28.8094625,153.2595862
105 [107] Kyogle Street South Lismore,13.4,10.68,10.73,-28.8094362,153.259309
109 Kyogle Street South Lismore,12.05,10.99,10.7,-28.8090795,153.2588471
6 113 Kyogle Street South Lismore,12.05,10.99,10.7,-28.8091628,153.258614
6 115 Kyogle Street South Lismore,12.05,10.99,10.7,-28.808995,153.2585453
9 3 [5] Newbridge Street South Lismore,12.54,8.47,7.61,-28.8133914,153.2660328
17 Newbridge Street South Lismore,10.93,8.53,8.17,-28.8131812,153.265305
20 Newbridge Street South Lismore,10.93,8.6,8.59,-28.8138761,153.2645992
21 Newbridge Street South Lismore,12,7.81,8.6,-28.8132036,153.2650807
22 Newbridge Street South Lismore,11.39,9.21,8.79,-28.8138761,153.2645992
26 Newbridge Street South Lismore,11.68,9.51,9.08,-28.8138393,153.2643653
27 Newbridge Street South Lismore,8.55,8.55,9.07,-28.8130814,153.2645335
3 27 Newbridge Street South Lismore,11.85,8.55,9.07,-28.8130814,153.2645335
3 30 Newbridge Street South Lismore,11.51,9.57,9.27,-28.8135865,153.2641696
31 Newbridge Street South Lismore,11.33,9.14,9.21,-28.8128977,153.2643281
3 38 Newbridge Street South Lismore,13.1,9.98,10.13,-28.8134857,153.2632661
39 Newbridge Street South Lismore,11.92,9.92,10.11,-28.8129179,153.2633985
40 Newbridge Street South Lismore,11.82,10.01,10.14,-28.8134812,153.2631065
41 Newbridge Street South Lismore,10.86,9.97,10.16,-28.8129902,153.2632255
43 Newbridge Street South Lismore,12.08,10.04,10.2,-28.8129193,153.2630103
44 Newbridge Street South Lismore,11.28,9.92,10.2,-28.8133612,153.262923
45 Newbridge Street South Lismore,12.24,10.17,10.18,-28.8128722,153.2628101
46 Newbridge Street South Lismore,12.46,10.06,10.19,-28.8133645,153.262712
3 47 Newbridge Street South Lismore,12.04,10.05,10.24,-28.8129028,153.2626635
48 Newbridge Street South Lismore,12.14,9.94,10.22,-28.8133226,153.2625438
49 Newbridge Street South Lismore,12.09,10.1,10.25,-28.8128461,153.2624616
50 Newbridge Street South Lismore,12.07,9.94,10.26,-28.8132711,153.2623114
51 Newbridge Street South Lismore,12.51,9.97,10.26,-28.8128378,153.2622581
53 Newbridge Street South Lismore,10.13,10.13,10.26,-28.8127956,153.2620662
54 Newbridge Street South Lismore,11.55,10.1,10.3,-28.8139324,153.2617337
3 54 Newbridge Street South Lismore,11.68,8.75,9.08,-28.8139324,153.2617337
57 Newbridge Street South Lismore,12.09,9.98,10.25,-28.8127431,153.2617171
59 Newbridge Street South Lismore,12.15,9.99,10.24,-28.8127399,153.26152
61 Newbridge Street South Lismore,12.03,10.01,10.23,-28.8127099,153.2613044
63 Newbridge Street South Lismore,12.44,10.17,10.19,-28.8125904,153.2610887
66 Newbridge Street South Lismore,11.92,9.99,10.2,-28.8131801,153.2610135
68 Newbridge Street South Lismore,12.02,10.07,10.21,-28.8131195,153.2608623
1 Ostrom Street South Lismore,12.58,10.3,10.116,-28.8050078,153.2666585
5 2 Ostrom Street South Lismore,12.93,10.13,10.116,-28.8050032,153.2672907
5 3 Ostrom Street South Lismore,12.06,9.8,9.91,-28.8052179,153.2667007
5 19 Ostrom Street South Lismore,13.51,10.88,9.87,-28.8064762,153.2663625
5 21 Ostrom Street South Lismore,13.72,11.02,9.7,-28.8065221,153.2664054
23 Ostrom Street South Lismore,12.83,10.82,9.434,-28.8066762,153.266373
29 Ostrom Street South Lismore,13.14,10.49,10.45,-28.8072138,153.2662285
31 Ostrom Street South Lismore,13.09,10.77,11.16,-28.8074549,153.2663001
32 Ostrom Street South Lismore,12.1,11.29,11.15,-28.8076733,153.2666307
5 33 Ostrom Street South Lismore,13.68,11.05,11.17,-28.8075924,153.2661878
34 Ostrom Street South Lismore,13.33,11.34,11.17,-28.8077314,153.2668293
5 35 Ostrom Street South Lismore,13.34,11.15,11.24,-28.8077186,153.2661761
36 Ostrom Street South Lismore,13.79,11.37,11.24,-28.8078388,153.2666204
5 37 Ostrom Street South Lismore,13.88,11.18,11.32,-28.8078583,153.2661404
38 Ostrom Street South Lismore,13.71,11.36,11.31,-28.8079694,153.2665879
40 Ostrom Street South Lismore,11.94,11.31,11.35,-28.8081017,153.2665725
5 Phyllis Street South Lismore,10.88,10.88,11.05,-28.8100423,153.2679127
4 6 Phyllis Street South Lismore,11.832,10.8,10.974,-28.8103319,153.2675602
4 7 Phyllis Street South Lismore,10.88,10.88,11.05,-28.8097744,153.2676666
4 9 Phyllis Street South Lismore,10.88,10.88,11.05,-28.8098486,153.267666
4 10 Phyllis Street South Lismore,11.815,10.943,10.984,-28.8103445,153.2675544
4 10 Phyllis Street South Lismore,11.844,10.721,10.955,-28.8103445,153.2675544
4 11 Phyllis Street South Lismore,10.88,10.88,11.05,-28.8095018,153.262055
4 12 Phyllis Street South Lismore,11.46,10.91,11.11,-28.8102657,153.2672811
13 Phyllis Street South Lismore,13.57,11.26,11.12,-28.8098879,153.2673328
15 Phyllis Street South Lismore,13.59,11.27,11.17,-28.8098135,153.2672222
16 Phyllis Street South Lismore,12.92,10.95,11.15,-28.8101702,153.2671145
17 Phyllis Street South Lismore,13.52,11.19,11.17,-28.8097731,153.2671324
19 Phyllis Street South Lismore,14.036,11.05,11.18,-28.809767,153.26699
20 Phyllis Street South Lismore,13.81,11.08,11.18,-28.8101052,153.2667689
4 21 Phyllis Street South Lismore,12.32,11.17,11.17,-28.8097338,153.2668899
22 Phyllis Street South Lismore,11.18,11.18,11.17,-28.8101127,153.2666224
23 Phyllis Street South Lismore,14.48,11.15,11.17,-28.8097042,153.2667226
25 Phyllis Street South Lismore,12.39,11.13,11.24,-28.8096333,153.2663728
4 25 Phyllis Street South Lismore,13.55,11.15,11.24,-28.8096334,153.2663728
27 Phyllis Street South Lismore,13.33,11.02,11.27,-28.8095704,153.2662382
29 Phyllis Street South Lismore,13.89,11.29,11.29,-28.8095548,153.2661364
31 Phyllis Street South Lismore,13.45,11.02,11.28,-28.8095258,153.2660216
33 Phyllis Street South Lismore,13.26,10.99,11.27,-28.8094811,153.2658838
34 Phyllis Street South Lismore,13.49,11.32,11.26,-28.809877,153.2655814
35 Phyllis Street South Lismore,13.5,11.13,11.26,-28.8094683,153.2657559
36 Phyllis Street South Lismore,13.17,11.07,11.27,-28.8098634,153.2654336
37 Phyllis Street South Lismore,11.97,11.27,11.27,-28.8094458,153.265634
38 Phyllis Street South Lismore,11.2,11.2,11.26,-28.8098959,153.2652973
39 Phyllis Street South Lismore,13.35,11.19,11.27,-28.8094505,153.265526
40 Phyllis Street South Lismore,13.36,11.07,11.26,-28.8097819,153.265201
41 Phyllis Street South Lismore,13.65,11.11,11.26,-28.8094271,153.265397
43 Phyllis Street South Lismore,13.75,11.2,11.27,-28.8093895,153.2652772
44 Phyllis Street South Lismore,12.4,11.09,11.06,-28.8098592,153.2650213
4 44 Phyllis Street South Lismore,12.397,11.09,11.06,-28.8098592,153.2650213
4 45 Phyllis Street South Lismore,12.2,11.18,11.28,-28.8093618,153.2651144
50 Phyllis Street South Lismore,13.79,11.08,11.11,-28.8095666,153.2642365
52 Phyllis Street South Lismore,13.02,11.07,11.11,-28.8095438,153.2641313
