Street Details,Floor Level,Gate Level,Road Centre,Latitude,Longitude
21 Woodlark Street Lismore,10.74,10.36,10.6,-28.8072432,153.2776817
22 Woodlark Street Lismore,11.37,10.59,10.79,-28.806522,153.2776931
23 Woodlark Street Lismore,10.57,10.35,10.6,-28.80726,153.277744
28 Woodlark Street Lismore,11.37,10.59,10.79,-28.8066936,153.2776915
29 Woodlark Street Lismore,10.64,10.32,10.57,-28.8078774,153.2790057
30 Woodlark Street Lismore,11.01,10.57,10.75,-28.8066899,153.2778656
31 Woodlark Street Lismore,10.62,10.31,10.56,-28.8072244,153.2779882
34 Woodlark Street Lismore,10.71,10.55,10.71,-28.806522,153.2776931
35 Woodlark Street Lismore,10.43,10.25,10.53,-28.8073582,153.2779119
36 Woodlark Street Lismore,10.67,10.5,10.67,-28.8066225,153.2778998
39 Woodlark Street Lismore,10.32,10.23,10.52,-28.8074006,153.2780027
39 Woodlark Street Lismore,10.32,10.23,10.52,-28.8074006,153.2780027
40 Woodlark Street Lismore,10.57,10.35,10.63,-28.8065095,153.2776989
44 Woodlark Street Lismore,10.75,10.33,10.56,-28.8068296,153.2780268
45 Woodlark Street Lismore,10.41,10.14,10.52,-28.8074662,153.2781054
48 Woodlark Street Lismore,10.55,10.35,10.56,-28.806522,153.2776931
49 Woodlark Street Lismore,10.37,10.13,10.45,-28.8073777,153.2781658
53 Woodlark Street Lismore,10.38,10.08,10.37,-28.8075314,153.2782316
54 Woodlark Street Lismore,10.45,10.31,10.56,-28.8069564,153.2781053
55 Woodlark Street Lismore,10.5,10.07,10.37,-28.8075341,153.2782597
56 Woodlark Street Lismore,10.43,10.29,10.53,-28.8068185,153.2782224
57 Woodlark Street Lismore,10.49,10.03,10.34,-28.8075572,153.2783036
62 Woodlark Street Lismore,11.06,10.26,10.53,-28.8068397,153.2783721
63 Woodlark Street Lismore,10.19,9.98,10.31,-28.8075953,153.2784066
64 Woodlark Street Lismore,10.49,10.24,10.52,-28.8069026,153.2784761
65 Woodlark Street Lismore,10.39,9.97,10.3,-28.8078412,153.2780268
70 Woodlark Street Lismore,10.32,10.21,10.45,-28.8069632,153.2785563
74 Woodlark Street Lismore,10.46,10.17,10.37,-28.8070313,153.2785793
75 Woodlark Street Lismore,10.14,10.06,10.37,-28.80772,153.2786408
76 Woodlark Street Lismore,10.46,10.18,10.37,-28.8071398,153.2785957
15 Woodlark Street Lismore,10.62,10.5,10.67,-28.80714,153.277566
17 Woodlark Street Lismore,10.5,10.46,10.63,-28.8072537,153.2775433
19 Woodlark Street Lismore,10.57,10.1,10.63,-28.8072123,153.2776311
21 Woodlark Street Lismore,10.74,10.36,10.6,-28.8072432,153.2776817
22 Woodlark Street Lismore,11.37,10.59,10.79,-28.806522,153.2776931
23 Woodlark Street Lismore,10.57,10.35,10.6,-28.80726,153.277744
28 Woodlark Street Lismore,11.37,10.59,10.79,-28.8066936,153.2776915
29 Woodlark Street Lismore,10.64,10.32,10.57,-28.8078774,153.2790057
30 Woodlark Street Lismore,11.01,10.57,10.75,-28.8066899,153.2778656
31 Woodlark Street Lismore,10.62,10.31,10.56,-28.8072244,153.2779882
34 Woodlark Street Lismore,10.71,10.55,10.71,-28.806522,153.2776931
35 Woodlark Street Lismore,10.43,10.25,10.53,-28.8073582,153.2779119
36 Woodlark Street Lismore,10.67,10.5,10.67,-28.8066225,153.2778998
39 Woodlark Street Lismore,10.32,10.23,10.52,-28.8074006,153.2780027
39 Woodlark Street Lismore,10.32,10.23,10.52,-28.8074006,153.2780027
40 Woodlark Street Lismore,10.57,10.35,10.63,-28.8065095,153.2776989
44 Woodlark Street Lismore,10.75,10.33,10.56,-28.8068296,153.2780268
45 Woodlark Street Lismore,10.41,10.14,10.52,-28.8074662,153.2781054
48 Woodlark Street Lismore,10.55,10.35,10.56,-28.806522,153.2776931
49 Woodlark Street Lismore,10.37,10.13,10.45,-28.8073777,153.2781658
53 Woodlark Street Lismore,10.38,10.08,10.37,-28.8075314,153.2782316
54 Woodlark Street Lismore,10.45,10.31,10.56,-28.8069564,153.2781053
55 Woodlark Street Lismore,10.5,10.07,10.37,-28.8075341,153.2782597
56 Woodlark Street Lismore,10.43,10.29,10.53,-28.8068185,153.2782224
57 Woodlark Street Lismore,10.49,10.03,10.34,-28.8075572,153.2783036
62 Woodlark Street Lismore,11.06,10.26,10.53,-28.8068397,153.2783721
63 Woodlark Street Lismore,10.19,9.98,10.31,-28.8075953,153.2784066
64 Woodlark Street Lismore,10.49,10.24,10.52,-28.8069026,153.2784761
65 Woodlark Street Lismore,10.39,9.97,10.3,-28.8078412,153.2780268
70 Woodlark Street Lismore,10.32,10.21,10.45,-28.8069632,153.2785563
74 Woodlark Street Lismore,10.46,10.17,10.37,-28.8070313,153.2785793
75 Woodlark Street Lismore,10.14,10.06,10.37,-28.80772,153.2786408
76 Woodlark Street Lismore,10.46,10.18,10.37,-28.8071398,153.2785957
76 Woodlark Street Lismore,10.23,10.2,10.37,-28.8071398,153.2785957
76 Woodlark Street Lismore,10.23,10.1,10.37,-28.8071398,153.2785957
76 Woodlark Street Lismore,10.11,9.9,10.37,-28.8071398,153.2785957
76 Woodlark Street Lismore,10.04,9.8,10.37,-28.8071398,153.2785957
76 Woodlark Street Lismore,10.04,9.7,10.37,-28.8071398,153.2785957
79 Woodlark Street Lismore,10.46,10.18,10.37,-28.8077925,153.2787282
81 Woodlark Street Lismore,10.21,9.92,10.05,-28.8077925,153.2787282
82 Woodlark Street Lismore,10.65,10.14,10.37,-28.8070445,153.2787405
85 Woodlark Street Lismore,9.84,9.8,10.04,-28.8076654,153.2788833
86 Woodlark Street Lismore,10.07,10.04,10.27,-28.8070971,153.2788352
87 Woodlark Street Lismore,9.9,9.82,10.04,-28.807861,153.278892
89 Woodlark Street Lismore,10.1,9.94,10.1,-28.807879,153.278924
92 Woodlark Street Lismore,10.66,9.98,10.15,-28.8071291,153.2788921
103 Woodlark Street Lismore,9.26,8.93,9.11,-28.8082619,153.2796546
104 Woodlark Street Lismore,11.08,9.95,10.1,-28.8074561,153.2791317
105 Woodlark Street Lismore,8.63,8.55,8.66,-28.8082622,153.2796043
106 Woodlark Street Lismore,10.18,9.89,10.04,-28.8074953,153.2791453
109 Woodlark Street Lismore,8.5,8.33,8.35,-28.8083206,153.2796533
110 Woodlark Street Lismore,10.12,9.83,9.57,-28.8075191,153.2792313
116 Woodlark Street Lismore,10.35,8.48,8.66,-28.806522,153.2776931
123 Woodlark Street Lismore,7.71,7.61,7.74,-28.8084563,153.2800524
124 Woodlark Street Lismore,8.61,8.41,7.9,-28.8076371,153.2803312
131 Woodlark Street Lismore,7.21,6.76,7.09,-28.808702,153.2804734
136 Woodlark Street Lismore,7.03,6.82,7.09,-28.8080648,153.2806959
76 Woodlark Street Lismore,10.23,10.2,10.37,-28.8071398,153.2785957
76 Woodlark Street Lismore,10.23,10.1,10.37,-28.8071398,153.2785957
76 Woodlark Street Lismore,10.11,9.9,10.37,-28.8071398,153.2785957
76 Woodlark Street Lismore,10.04,9.8,10.37,-28.8071398,153.2785957
76 Woodlark Street Lismore,10.04,9.7,10.37,-28.8071398,153.2785957
79 Woodlark Street Lismore,10.46,10.18,10.37,-28.8077925,153.2787282
81 Woodlark Street Lismore,10.21,9.92,10.05,-28.8077925,153.2787282
82 Woodlark Street Lismore,10.65,10.14,10.37,-28.8070445,153.2787405
85 Woodlark Street Lismore,9.84,9.8,10.04,-28.8076654,153.2788833
86 Woodlark Street Lismore,10.07,10.04,10.27,-28.8070971,153.2788352
87 Woodlark Street Lismore,9.9,9.82,10.04,-28.807861,153.278892
89 Woodlark Street Lismore,10.1,9.94,10.1,-28.807879,153.278924
92 Woodlark Street Lismore,10.66,9.98,10.15,-28.8071291,153.2788921
103 Woodlark Street Lismore,9.26,8.93,9.11,-28.8082619,153.2796546
104 Woodlark Street Lismore,11.08,9.95,10.1,-28.8074561,153.2791317
105 Woodlark Street Lismore,8.63,8.55,8.66,-28.8082622,153.2796043
106 Woodlark Street Lismore,10.18,9.89,10.04,-28.8074953,153.2791453
109 Woodlark Street Lismore,8.5,8.33,8.35,-28.8083206,153.2796533
110 Woodlark Street Lismore,10.12,9.83,9.57,-28.8075191,153.2792313
116 Woodlark Street Lismore,10.35,8.48,8.66,-28.806522,153.2776931
123 Woodlark Street Lismore,7.71,7.61,7.74,-28.8084563,153.2800524
124 Woodlark Street Lismore,8.61,8.41,7.9,-28.8076371,153.2803312
131 Woodlark Street Lismore,7.21,6.76,7.09,-28.808702,153.2804734
136 Woodlark Street Lismore,7.03,6.82,7.09,-28.8080648,153.2806959
142 Woodlark Street Lismore,8.63,8.55,8.66,-28.8079686,153.2810855
147 Woodlark Street Lismore,6.58,6.58,6.72,-28.8077925,153.2787282
151 Woodlark Street Lismore,6.85,6.55,6.64,-28.8089059,153.2807562
153 Woodlark Street Lismore,6.79,6.25,6.49,-28.8088573,153.2807959
17 Orion Street Lismore,12.73,11.6,12.69,-28.8048143,153.2820366
5 Zadoc Street Lismore,15.92,12.8,11.75,-28.8055026,153.2788897
6 Zadoc Street Lismore,16.61,15.62,15.15,-28.8049899,153.2796844
7 Zadoc Street Lismore,15.42,14.37,13.53,-28.8058095,153.2791141
8 Zadoc Street Lismore,19.01,16.71,16.25,-28.8051139,153.2796027
9 Zadoc Street Lismore,18.99,16.45,16.03,-28.8058095,153.2791141
15 Zadoc Street Lismore,17.89,16.95,16.45,-28.8056867,153.2789876
30 Zadoc Street Lismore,10.6,9.71,9.59,-28.8060552,153.2813853
31 Zadoc Street Lismore,11.89,9.27,9.2,-28.8063861,153.280894
34 Zadoc Street Lismore,10.49,8.76,8.7,-28.8061642,153.2814621
35 Zadoc Street Lismore,9.11,8.91,8.95,-28.8065652,153.2809567
36 Zadoc Street Lismore,9.05,8.44,8.47,-28.8061953,153.2815378
37 Zadoc Street Lismore,10.72,8.48,8.7,-28.8065252,153.281158
38 Zadoc Street Lismore,8.57,8.23,8.31,-28.8061762,153.2816667
39 Zadoc Street Lismore,10.7,8.37,8.41,-28.8066905,153.2811849
40 Zadoc Street Lismore,8.52,7.96,8.06,-28.8063,153.2816878
41 Zadoc Street Lismore,8.09,8.15,8.3,-28.8066968,153.2812902
43 Zadoc Street Lismore,9.04,8.02,8.03,-28.8066889,153.2814649
45 Zadoc Street Lismore,8.97,7.64,7.65,-28.8067003,153.2815685
142 Woodlark Street Lismore,8.63,8.55,8.66,-28.8079686,153.2810855
147 Woodlark Street Lismore,6.58,6.58,6.72,-28.8077925,153.2787282
151 Woodlark Street Lismore,6.85,6.55,6.64,-28.8089059,153.2807562
153 Woodlark Street Lismore,6.79,6.25,6.49,-28.8088573,153.2807959
17 Orion Street Lismore,12.73,11.6,12.69,-28.8048143,153.2820366
5 Zadoc Street Lismore,15.92,12.8,11.75,-28.8055026,153.2788897
6 Zadoc Street Lismore,16.61,15.62,15.15,-28.8049899,153.2796844
7 Zadoc Street Lismore,15.42,14.37,13.53,-28.8058095,153.2791141
8 Zadoc Street Lismore,19.01,16.71,16.25,-28.8051139,153.2796027
9 Zadoc Street Lismore,18.99,16.45,16.03,-28.8058095,153.2791141
15 Zadoc Street Lismore,17.89,16.95,16.45,-28.8056867,153.2789876
30 Zadoc Street Lismore,10.6,9.71,9.59,-28.8060552,153.2813853
31 Zadoc Street Lismore,11.89,9.27,9.2,-28.8063861,153.280894
34 Zadoc Street Lismore,10.49,8.76,8.7,-28.8061642,153.2814621
35 Zadoc Street Lismore,9.11,8.91,8.95,-28.8065652,153.2809567
36 Zadoc Street Lismore,9.05,8.44,8.47,-28.8061953,153.2815378
37 Zadoc Street Lismore,10.72,8.48,8.7,-28.8065252,153.281158
38 Zadoc Street Lismore,8.57,8.23,8.31,-28.8061762,153.2816667
39 Zadoc Street Lismore,10.7,8.37,8.41,-28.8066905,153.2811849
40 Zadoc Street Lismore,8.52,7.96,8.06,-28.8063,153.2816878
41 Zadoc Street Lismore,8.09,8.15,8.3,-28.8066968,153.2812902
43 Zadoc Street Lismore,9.04,8.02,8.03,-28.8066889,153.2814649
45 Zadoc Street Lismore,8.97,7.64,7.65,-28.8067003,153.2815685
3 13 Caniaba Street South Lismore,15.6,12.08,12.27,-28.8020216,153.2575516
17 Caniaba Street South Lismore,14.79,12.25,12.3,-28.8023466,153.2578366
19 Caniaba Street South Lismore,15.19,12.29,12.26,-28.8024632,153.2577906
21 Caniaba Street South Lismore,14.71,12.15,12.16,-28.8026094,153.2577831
23 Caniaba Street South Lismore,14.11,11.85,12.07,-28.8027696,153.257735
25 Caniaba Street South Lismore,13.86,11.71,11.95,-28.8030682,153.2576682
29 Caniaba Street South Lismore,13.8,11.71,11.91,-28.8033848,153.2576389
31 Caniaba Street South Lismore,14.33,11.82,11.9,-28.8035402,153.257608
33 Caniaba Street South Lismore,13.81,11.63,11.83,-28.803872,153.2575529
35 Caniaba Street South Lismore,14.07,11.79,11.82,-28.8040151,153.2575139
37 Caniaba Street South Lismore,13.65,11.61,11.82,-28.8041664,153.2574936
39 Caniaba Street South Lismore,13.66,11.64,11.81,-28.8042978,153.2574313
41 Caniaba Street South Lismore,13.48,11.52,11.77,-28.8046503,153.2573893
43 Caniaba Street South Lismore,13.6,11.52,11.77,-28.8047808,153.2573594
45 Caniaba Street South Lismore,13.4,11.41,11.71,-28.8049316,153.2573398
47 Caniaba Street South Lismore,13.46,11.45,11.66,-28.8050766,153.2573142
49 Caniaba Street South Lismore,13.25,11.3,11.58,-28.8054225,153.2572381
51 Caniaba Street South Lismore,13.27,11.24,11.46,-28.8055585,153.2572186
53 Caniaba Street South Lismore,13.1,11.13,11.41,-28.8057078,153.257192
55 Caniaba Street South Lismore,13.02,11.08,11.34,-28.8058497,153.2571504
57 Caniaba Street South Lismore,13.52,10.97,11.22,-28.8062027,153.257071
59 Caniaba Street South Lismore,13.68,11.01,11.2,-28.8063499,153.2570411
61 Caniaba Street South Lismore,12.95,10.9,11.13,-28.8064783,153.257016
72 Caniaba Street South Lismore,12.56,10.69,10.82,-28.8078001,153.2573569
73 Caniaba Street South Lismore,13.43,10.58,10.83,-28.8077129,153.2567779
74 Caniaba Street South Lismore,12.78,10.61,10.81,-28.8079211,153.2573493
75 Caniaba Street South Lismore,12.86,10.54,10.82,-28.8078534,153.2567777
76 Caniaba Street South Lismore,13.7,10.87,10.81,-28.8080421,153.2573081
77 Caniaba Street South Lismore,10.92,10.62,10.81,-28.8079733,153.2566838
78 Caniaba Street South Lismore,12.8,10.61,10.82,-28.8081946,153.2572768
83 Caniaba Street South Lismore,12.73,10.43,10.77,-28.80861,153.2565927
93 Caniaba Street South Lismore,12.38,9.8,10.14,-28.8091819,153.2564463
39a Caniaba Street South Lismore,13.79,11.47,11.74,-28.8042699,153.2570621
41a Caniaba Street South Lismore,12.17,11.72,11.74,-28.8045677,153.2563754
47a Caniaba Street South Lismore,13.39,11.31,11.63,-28.8052549,153.2572581
55a Caniaba Street South Lismore,14.37,11.46,11.25,-28.8055603,153.2567049
55b Caniaba Street South Lismore,13.19,11.23,11.25,-28.8050978,153.2566593
1 Casino Street South Lismore,11.285,11.265,11.604,-28.808882,153.2694434
4 2 Casino Street South Lismore,11.059,11.059,11.372,-28.8093358,153.2689105
4 4 Casino Street South Lismore,11.372,11.372,11.526,-28.8093731,153.2686708
4 7 Casino Street South Lismore,11.285,11.265,11.604,-28.8089122,153.2691861
4 8 Casino Street South Lismore,11.436,11.436,11.514,-28.8092638,153.2681208
4 9 Casino Street South Lismore,11.647,11.374,11.604,-28.8090493,153.2693121
4 10 Casino Street South Lismore,11.949,11.303,11.523,-28.8092038,153.2679884
11 Casino Street South Lismore,11.425,11.323,11.604,-28.8089122,153.2691861
4 13 Casino Street South Lismore,11.51,11.328,11.604,-28.8088252,153.2691781
4 14 Casino Street South Lismore,13.606,11.36,11.523,-28.8091241,153.2677768
15 Casino Street South Lismore,11.413,11.388,11.604,-28.8089118,153.2688869
4 16 Casino Street South Lismore,13.798,11.373,11.532,-28.8091312,153.2676654
17 Casino Street South Lismore,11.497,11.497,11.526,-28.8089687,153.2689642
5 18 Casino Street South Lismore,12.468,11.383,11.532,-28.8092048,153.2675116
4 20 Casino Street South Lismore,12.003,11.373,11.52,-28.809091,153.2674124
22 Casino Street South Lismore,13.515,11.415,11.668,-28.8090613,153.2673086
23 Casino Street South Lismore,11.475,11.5,11.75,-28.8087399,153.2687541
5 24 Casino Street South Lismore,13.467,11.416,11.668,-28.8090107,153.267194
25 Casino Street South Lismore,11.625,11.448,11.514,-28.8086801,153.2683801
5 26 Casino Street South Lismore,13.327,11.366,11.668,-28.8090076,153.2670672
32 Casino Street South Lismore,12.801,11.492,11.677,-28.8089986,153.2663623
34 Casino Street South Lismore,12.541,11.44,11.687,-28.8089803,153.266269
5 35 Casino Street South Lismore,11.652,11.308,11.514,-28.8087252,153.2681144
5 36 Casino Street South Lismore,12.697,11.452,11.687,-28.8088512,153.2661724
38 Casino Street South Lismore,13.69,11.415,11.68,-28.8087873,153.2660665
39 Casino Street South Lismore,11.733,11.419,11.523,-28.8087679,153.2680402
40 Casino Street South Lismore,14.458,11.421,11.62,-28.8087631,153.2659414
41 Casino Street South Lismore,11.697,11.413,11.737,-28.8085543,153.2678321
5 42 Casino Street South Lismore,13.919,11.444,11.629,-28.8087488,153.2658191
43 Casino Street South Lismore,14.346,11.097,11.737,-28.8073511,153.2582468
44 Casino Street South Lismore,13.788,11.444,11.627,-28.8087274,153.2656863
46 Casino Street South Lismore,11.93,11.394,11.637,-28.8087126,153.2655717
48 Casino Street South Lismore,11.953,11.36,11.655,-28.8086639,153.2654643
50 Casino Street South Lismore,13.382,11.347,11.657,-28.8086096,153.2653442
52 Casino Street South Lismore,13.826,11.35,11.657,-28.8086087,153.2652253
55 Casino Street South Lismore,11.473,11.33,11.737,-28.808442,153.2670983
5 56 Casino Street South Lismore,12.01,11.31,11.79,-28.8085682,153.264725
57 Casino Street South Lismore,11.998,11.313,11.797,-28.8084326,153.2668249
58 Casino Street South Lismore,13.76,11.32,11.77,-28.808519,153.2645359
59 Casino Street South Lismore,14.491,11.351,11.717,-28.8083919,153.2666597
60 Casino Street South Lismore,13.973,11.33,11.78,-28.8085086,153.2643986
62 Casino Street South Lismore,13.58,11.302,11.781,-28.8084805,153.2642825
63 Casino Street South Lismore,13.783,11.217,11.67,-28.808214,153.2661215
63 Casino Street South Lismore,13.96,11.63,11.38,-28.808214,153.2661215
5 63 Casino Street South Lismore,13.96,11.63,11.38,-28.808214,153.2661215
5 63 Casino Street South Lismore,13.96,11.63,11.38,-28.808214,153.2661215
5 64 Casino Street South Lismore,13.04,11.21,11.78,-28.8084568,153.2641168
65 Casino Street South Lismore,13.64,11.303,11.665,-28.8082725,153.2660027
66 Casino Street South Lismore,13.17,11.2,11.73,-28.808412,153.2639602
67 Casino Street South Lismore,12.604,11.308,11.662,-28.8081876,153.2657789
68 Casino Street South Lismore,13.77,11.2,11.69,-28.8084023,153.2638302
70 Casino Street South Lismore,11.83,11.23,11.66,-28.8084962,153.2636671
71 Casino Street South Lismore,13.417,11.318,11.66,-28.8081744,153.2656178
72 Casino Street South Lismore,13.213,11.166,11.64,-28.8083897,153.2635068
74 Casino Street South Lismore,11.124,11.124,11.63,-28.8083818,153.2633761
76 Casino Street South Lismore,13.22,11.07,11.56,-28.8083468,153.2631942
77 Casino Street South Lismore,13.136,11.26,11.754,-28.8080525,153.2646696
78 Casino Street South Lismore,13.31,11.06,11.52,-28.8083295,153.2630525
79 Casino Street South Lismore,13.464,11.374,11.821,-28.8080185,153.2645415
80 Casino Street South Lismore,13.28,11.03,11.5,-28.8082789,153.2629339
81 Casino Street South Lismore,13.344,11.253,11.814,-28.8079845,153.2643286
82 Casino Street South Lismore,11.32,11.02,11.48,-28.8083501,153.2628316
83 Casino Street South Lismore,13.634,11.352,11.774,-28.8079444,153.2640834
84 Casino Street South Lismore,11.25,10.98,11.49,-28.8082527,153.2627386
85 Casino Street South Lismore,13.34,11.23,11.73,-28.8078919,153.2639208
86 Casino Street South Lismore,13.53,10.91,11.47,-28.8082488,153.2626001
87 Casino Street South Lismore,12.63,11.333,11.63,-28.807868,153.2637453
88 Casino Street South Lismore,12.95,10.896,11.43,-28.8082301,153.2624422
89 Casino Street South Lismore,11.98,11.25,11.61,-28.8078278,153.2635919
90 Casino Street South Lismore,13.04,10.86,11.4,-28.8082103,153.2623095
91 Casino Street South Lismore,13.32,11.16,11.51,-28.807824,153.2631775
92 Casino Street South Lismore,13.05,10.87,11.33,-28.8081565,153.2621646
93 Casino Street South Lismore,13.37,11.13,11.5,-28.8078156,153.2630264
94 Casino Street South Lismore,12.92,10.84,11.3,-28.8081381,153.2619924
95 Casino Street South Lismore,13.54,11.14,11.45,-28.8077554,153.2628552
96 Casino Street South Lismore,10.95,10.82,11.19,-28.8080879,153.2618423
97 Casino Street South Lismore,11.77,11.04,11.4,-28.8077452,153.2626779
99 Casino Street South Lismore,13.47,11.07,11.3,-28.8077095,153.2624408
100 Casino Street South Lismore,12.89,10.69,11.12,-28.8080317,153.2612211
101 Casino Street South Lismore,13.2,10.94,11.35,-28.807693,153.2622833
102 Casino Street South Lismore,13.33,10.74,11.16,-28.8080052,153.261085
104 Casino Street South Lismore,13.15,10.87,11.18,-28.807971,153.2609363
6 105 Casino Street South Lismore,11.16,10.91,10.9,-28.8075635,153.2620482
5 108 Casino Street South Lismore,11.79,10.93,11.19,-28.8080165,153.2607802
110 Casino Street South Lismore,12.66,10.84,11.2,-28.8080896,153.2604544
112 Casino Street South Lismore,13.05,10.96,11.22,-28.8080195,153.2603066
114 Casino Street South Lismore,13.45,10.91,11.22,-28.8078941,153.2601387
116 Casino Street South Lismore,13.21,10.99,11.23,-28.8078837,153.2599949
120 Casino Street South Lismore,13.14,11.01,11.24,-28.8077949,153.2597135
124 Casino Street South Lismore,13.21,10.9,11.19,-28.8077485,153.2592064
126 Casino Street South Lismore,13.34,10.82,11.16,-28.8077145,153.2590701
130 Casino Street South Lismore,13.1,10.81,11.08,-28.8076287,153.2585796
134 Casino Street South Lismore,12.2,10.89,11.06,-28.8079362,153.2581229
140 Casino Street South Lismore,13.04,10.67,11.02,-28.8075391,153.2578223
142 Casino Street South Lismore,12.85,10.8,10.98,-28.8074664,153.2576587
144 Casino Street South Lismore,12.87,10.81,10.96,-28.8074622,153.2575143
145 Casino Street South Lismore,12.34,11.37,11.11,-28.8066627,153.258672
7 146 Casino Street South Lismore,12.98,10.7,10.96,-28.8074293,153.2573718
150 Casino Street South Lismore,12.47,10.55,10.96,-28.8073951,153.2568642
154 Casino Street South Lismore,12.68,10.64,10.92,-28.8073775,153.2566592
155 Casino Street South Lismore,12.43,11.96,11.21,-28.8069961,153.2579978
7 156 Casino Street South Lismore,13.87,10.52,10.92,-28.8073289,153.2564463
158 Casino Street South Lismore,12.4,10.61,10.89,-28.8073111,153.2562431
162 Casino Street South Lismore,13.23,10.61,10.9,-28.807285,153.256087
166 Casino Street South Lismore,12.84,10.64,10.9,-28.807236,153.2558568
167 Casino Street South Lismore,12.91,10.83,10.96,-28.8069038,153.2569849
169 Casino Street South Lismore,12.86,10.77,10.92,-28.8068802,153.2568213
170 Casino Street South Lismore,10.8,10.79,10.93,-28.8071794,153.2556029
171 Casino Street South Lismore,12.83,10.76,10.93,-28.806846,153.2566767
172 Casino Street South Lismore,12.48,11.74,10.95,-28.8077571,153.2552353
173 Casino Street South Lismore,12.91,10.71,10.9,-28.8068457,153.2564817
174 Casino Street South Lismore,13.46,10.88,10.95,-28.8071985,153.2552278
7 176 Casino Street South Lismore,10.84,10.88,10.96,-28.8072135,153.2550285
177 Casino Street South Lismore,12.84,10.72,10.89,-28.8067947,153.2562774
178 Casino Street South Lismore,11.6,10.56,10.95,-28.807121,153.2548209
179 Casino Street South Lismore,13,10.82,10.9,-28.8067577,153.2560858
181 Casino Street South Lismore,13.12,10.94,10.93,-28.8067065,153.2558573
182 Casino Street South Lismore,12.87,10.62,10.96,-28.8070529,153.2544172
183 Casino Street South Lismore,12.95,10.76,10.94,-28.8067064,153.2556596
184 Casino Street South Lismore,11.29,10.72,10.97,-28.8070191,153.2542003
186 Casino Street South Lismore,12.76,10.65,11,-28.8069666,153.2539821
187 Casino Street South Lismore,12.57,11.06,10.94,-28.8066574,153.2552698
189 Casino Street South Lismore,11.64,11.16,10.94,-28.8066487,153.2552431
8 192 Casino Street South Lismore,11.29,10.85,10.98,-28.8071621,153.253472
8 193 Casino Street South Lismore,11.64,11.16,10.94,-28.8063758,153.2552362
8 194 Casino Street South Lismore,11.29,10.85,10.98,-28.8070067,153.2534958
8 195 Casino Street South Lismore,12.76,10.75,10.96,-28.8066004,153.2549864
196 Casino Street South Lismore,12.81,10.74,11,-28.8068589,153.2532257
197 Casino Street South Lismore,12.93,10.64,10.95,-28.8065826,153.2547173
199 Casino Street South Lismore,12.87,10.83,10.95,-28.8065485,153.254501
200 Casino Street South Lismore,13.57,10.97,11,-28.8068839,153.2526654
201 Casino Street South Lismore,12.86,10.81,10.97,-28.8065334,153.2543375
202 Casino Street South Lismore,13.34,10.85,11.05,-28.806892,153.2526697
9 203 Casino Street South Lismore,12.78,10.75,10.99,-28.8064932,153.2541534
205 Casino Street South Lismore,12.77,10.82,11,-28.8064905,153.2540039
206 Casino Street South Lismore,13.62,10.88,11.09,-28.8068563,153.252362
207 Casino Street South Lismore,12.88,10.76,11.04,-28.8064509,153.2538175
208 Casino Street South Lismore,13.32,10.83,11.12,-28.8067845,153.2521408
209 Casino Street South Lismore,12.92,10.63,10.99,-28.8064153,153.2536472
211 Casino Street South Lismore,12.92,10.82,10.99,-28.8063971,153.2534764
213 Casino Street South Lismore,12.86,10.79,10.99,-28.8063754,153.2532982
214 Casino Street South Lismore,13.19,10.99,11.16,-28.8066294,153.2515196
215 Casino Street South Lismore,12.94,10.79,11.03,-28.8063569,153.2531041
217 Casino Street South Lismore,13.06,10.9,11.03,-28.8063388,153.2529246
219 Casino Street South Lismore,12.96,10.82,11.06,-28.8062806,153.2527834
221 Casino Street South Lismore,14.66,11.04,11.08,-28.8053141,153.2526523
225 Casino Street South Lismore,13.38,10.93,11.13,-28.806224,153.2522068
126a Casino Street South Lismore,12.21,10.78,11.12,-28.8076969,153.2588981
134a Casino Street South Lismore,12.18,11.14,11.06,-28.8079362,153.2581229
77a Casino Street South Lismore,13.61,11.255,11.799,-28.8080525,153.2646696
7 Centre Street South Lismore,12.38,11.912,11.8,-28.8048665,153.2637648
10 Centre Street South Lismore,13.1,11.79,11.783,-28.8055068,153.26409
11 Centre Street South Lismore,12.56,11.65,11.69,-28.8054378,153.2635978
12 Centre Street South Lismore,13.59,11.49,11.7,-28.8056508,153.2640411
14 Centre Street South Lismore,14.02,11.47,11.7,-28.8057885,153.2640035
17 Centre Street South Lismore,13.59,11.52,11.64,-28.8057248,153.2635554
18 Centre Street South Lismore,13.99,11.88,11.74,-28.8060418,153.2639815
19 Centre Street South Lismore,13.5,11.4,11.49,-28.8059263,153.263507
21 Centre Street South Lismore,13.59,11.24,11.28,-28.8061101,153.2634987
22 Centre Street South Lismore,13.537,11.22,11.29,-28.8062971,153.2639047
23 Centre Street South Lismore,12.15,11.07,11.275,-28.8062572,153.2635087
25 Centre Street South Lismore,13.377,10.98,11.24,-28.8065845,153.2633754
29 Centre Street South Lismore,13.22,11.05,11.25,-28.8067673,153.2633617
31 Centre Street South Lismore,11.31,11.12,11.27,-28.8069028,153.2631379
32 Centre Street South Lismore,13.27,11.23,11.28,-28.8070414,153.2640329
36 Centre Street South Lismore,13.31,11.07,11.277,-28.8071926,153.2637761
37 Centre Street South Lismore,13.05,11.1,11.26,-28.8071086,153.263289
38 Centre Street South Lismore,13.89,11.49,11.2,-28.807442,153.2639347
